Row_ID,Player_Name,Team,Season,Venue,Pitch_Type,Match_Result,Batting_Position,Batting_Style,Runs_Scored,Balls_Faced,Strike_Rate,Fours_Hit,Sixes_Hit,Dot_Balls,Boundary_Runs,Boundary_Pct,PP_Runs,Middle_Runs,Death_Runs,PP_Strike_Rate,Middle_SR,Death_SR,Consistency_Index,Impact_Score,Performance_Tier,Aggression_Index
120,David Warner,SRH,2020,"Eden Gardens, Kolkata",Seaming,Won,Opener,Anchor,9,7,128.57,3,0,2,12,133.33,2,3,4,133.09,126.29,123.9,0.54,0.482,Below Average,0.551
121,Tilak Varma,RR,2018,"Wankhede Stadium, Mumbai",Seaming,Won,Opener,Power Hitter,32,18,177.78,3,2,4,24,75.0,7,12,13,133.59,160.97,222.52,0.746,0.821,Good,0.6914
122,Marcus Stoinis,KKR,2018,"Narendra Modi Stadium, Ahmedabad",Slow/Low,Lost,Opener,Finisher,29,22,131.82,1,3,6,22,75.86,10,12,7,142.38,150.36,180.92,0.523,0.681,Average,0.4194
123,Manish Pandey,KKR,2021,"Wankhede Stadium, Mumbai",High-Scoring,Lost,Middle Order (4-5),Anchor,36,26,138.46,1,0,6,4,11.11,11,14,11,115.62,125.83,187.86,0.549,0.579,Good,0.0533
124,Ruturaj Gaikwad,LSG,2024,"Punjab Cricket Assoc, Mohali",High-Scoring,Won,Finisher/Tail,Power Hitter,36,20,180.0,2,4,4,32,88.89,16,16,4,144.78,186.88,194.3,0.414,0.924,Good,0.9
125,Virat Kohli,SRH,2019,"Eden Gardens, Kolkata",High-Scoring,Lost,Middle Order (4-5),Aggressive,44,31,141.94,3,2,11,24,54.55,10,20,14,151.12,159.62,200.36,0.8,0.762,Good,0.3205
126,Priyam Garg,RR,2018,"Sawai Mansingh, Jaipur",Flat/Batting,Lost,Top Order (3),Anchor,34,28,121.43,1,0,10,4,11.76,10,10,14,108.85,127.95,136.59,0.638,0.52,Good,0.0434
127,Dinesh Karthik,LSG,2018,"Narendra Modi Stadium, Ahmedabad",Seaming,Lost,Middle Order (4-5),All-Round,30,29,103.45,1,1,7,10,33.33,11,12,7,133.2,134.8,188.51,0.577,0.5,Good,0.107
128,MS Dhoni,PBKS,2020,"M. Chinnaswamy, Bangalore",Slow/Low,Lost,Lower Middle (6-7),All-Round,25,19,131.58,2,1,6,14,56.0,8,12,5,130.75,155.86,177.69,0.283,0.585,Average,0.277
129,MS Dhoni,GT,2020,"Arun Jaitley, Delhi",Flat/Batting,Won,Finisher/Tail,Anchor,0,1,0.0,1,0,0,4,400.0,0,0,0,80.97,111.35,86.18,0.452,0.02,Below Average,0.0
130,Wriddhiman Saha,SRH,2023,"Arun Jaitley, Delhi",High-Scoring,Lost,Opener,All-Round,35,31,112.9,3,1,11,18,51.43,8,14,13,142.15,135.62,158.15,0.382,0.589,Good,0.1821
131,Kieron Pollard,LSG,2019,"Brabourne Stadium, Mumbai",Slow/Low,Won,Opener,Anchor,22,20,110.0,2,1,5,14,63.64,7,10,5,83.8,109.96,158.8,0.441,0.508,Average,0.22
132,KL Rahul,GT,2020,"Arun Jaitley, Delhi",Slow/Low,Won,Lower Middle (6-7),Anchor,49,37,132.43,2,2,12,20,40.82,19,23,7,127.53,143.42,138.64,0.414,0.733,Good,0.2148
133,Faf du Plessis,MI,2022,"Rajiv Gandhi Intl, Hyderabad",High-Scoring,Won,Lower Middle (6-7),Anchor,33,30,110.0,4,0,10,16,48.48,7,9,17,110.77,99.79,118.57,0.766,0.542,Good,0.1467
134,Tristan Stubbs,KKR,2024,"Eden Gardens, Kolkata",Slow/Low,Won,Top Order (3),Aggressive,23,17,135.29,4,3,5,34,147.83,6,6,11,158.94,148.65,155.56,0.82,0.728,Average,0.7958
135,AB de Villiers,SRH,2022,"MA Chidambaram, Chennai",Seaming,Won,Finisher/Tail,Aggressive,29,18,161.11,5,3,5,38,131.03,6,14,9,176.48,150.35,202.56,0.56,0.849,Average,0.9846
136,Faf du Plessis,KKR,2024,"Sawai Mansingh, Jaipur",Flat/Batting,Lost,Top Order (3),Anchor,31,21,147.62,3,1,9,18,58.06,7,11,13,92.33,90.5,179.12,0.351,0.677,Good,0.3515
137,David Warner,CSK,2023,"Sawai Mansingh, Jaipur",High-Scoring,Lost,Lower Middle (6-7),Finisher,19,12,158.33,2,3,4,26,136.84,8,8,3,130.75,152.49,183.9,0.505,0.741,Average,1.0555
138,Wriddhiman Saha,RR,2019,"Punjab Cricket Assoc, Mohali",High-Scoring,Won,Middle Order (4-5),Power Hitter,47,25,188.0,3,3,8,30,63.83,11,19,17,160.8,162.23,187.23,0.656,0.962,Good,0.6768
139,Rinku Singh,RCB,2019,"Arun Jaitley, Delhi",Spin-Friendly,Lost,Top Order (3),Finisher,36,23,156.52,2,3,7,26,72.22,10,14,12,178.53,166.3,185.87,0.782,0.804,Good,0.5444
140,Prithvi Shaw,DC,2022,"Punjab Cricket Assoc, Mohali",Flat/Batting,Won,Middle Order (4-5),Anchor,36,30,120.0,1,0,9,4,11.11,15,12,9,133.05,125.92,114.08,0.63,0.524,Good,0.04
141,Chris Gayle,GT,2018,"Wankhede Stadium, Mumbai",High-Scoring,Lost,Opener,Aggressive,56,38,147.37,3,2,8,24,42.86,27,20,9,153.72,146.69,175.25,0.68,0.826,Elite,0.2715
142,Yashasvi Jaiswal,DC,2019,"Rajiv Gandhi Intl, Hyderabad",Seaming,Lost,Lower Middle (6-7),Finisher,17,8,212.5,1,2,2,16,94.12,5,6,6,116.62,173.94,167.21,1.0,0.826,Average,1.3281
143,Rilee Rossouw,RCB,2023,"Arun Jaitley, Delhi",Slow/Low,Won,Middle Order (4-5),Finisher,15,9,166.67,3,4,4,36,240.0,6,6,3,157.63,166.68,167.23,0.403,0.82,Average,2.0371
144,Wriddhiman Saha,KKR,2018,"MA Chidambaram, Chennai",Slow/Low,Lost,Opener,Anchor,27,22,122.73,2,1,9,14,51.85,11,10,6,90.87,117.1,123.66,0.214,0.566,Average,0.2231
145,AB de Villiers,KKR,2022,"Sawai Mansingh, Jaipur",Slow/Low,Lost,Lower Middle (6-7),Anchor,27,22,122.73,4,1,6,22,81.48,10,12,5,135.81,116.6,118.81,0.483,0.606,Average,0.3347
146,Anrich Nortje,SRH,2020,"Sawai Mansingh, Jaipur",High-Scoring,Lost,Opener,Aggressive,54,26,207.69,5,1,4,26,48.15,16,16,22,146.11,133.47,190.46,0.523,0.989,Elite,0.5592
147,Kieron Pollard,PBKS,2021,"Wankhede Stadium, Mumbai",High-Scoring,Won,Opener,Finisher,16,13,123.08,2,1,2,14,87.5,3,5,8,96.42,154.59,213.7,0.849,0.523,Average,0.3787
148,Heinrich Klaasen,GT,2018,"Rajiv Gandhi Intl, Hyderabad",Seaming,Lost,Top Order (3),Aggressive,26,17,152.94,4,1,5,22,84.62,11,11,4,142.5,156.94,166.44,0.401,0.693,Average,0.5398
149,KL Rahul,MI,2023,"Arun Jaitley, Delhi",Slow/Low,Lost,Top Order (3),Aggressive,30,17,176.47,4,1,6,22,73.33,6,11,13,139.93,123.64,201.68,0.683,0.779,Good,0.6228
150,Dinesh Karthik,GT,2020,"Punjab Cricket Assoc, Mohali",High-Scoring,Lost,Finisher/Tail,Finisher,18,11,163.64,2,0,2,8,44.44,7,8,3,151.41,136.19,184.12,0.306,0.603,Average,0.2975
151,Ambati Rayudu,GT,2022,"Sawai Mansingh, Jaipur",Seaming,Won,Opener,Finisher,27,17,158.82,0,3,4,18,66.67,12,11,4,127.35,139.76,179.48,0.627,0.734,Average,0.5605
152,Nicholas Pooran,RCB,2022,"Eden Gardens, Kolkata",Spin-Friendly,Won,Opener,Anchor,36,29,124.14,2,0,11,8,22.22,12,14,10,114.55,133.56,90.74,0.368,0.556,Good,0.0856
153,Heinrich Klaasen,RR,2022,"Narendra Modi Stadium, Ahmedabad",High-Scoring,Lost,Top Order (3),Aggressive,46,21,219.05,3,1,5,18,39.13,9,21,16,164.62,150.31,168.02,0.463,0.951,Good,0.5215
154,Yashasvi Jaiswal,SRH,2023,"MA Chidambaram, Chennai",High-Scoring,Lost,Middle Order (4-5),Power Hitter,11,6,183.33,4,3,1,34,309.09,5,5,1,150.42,148.55,215.46,0.536,0.824,Below Average,3.0555
155,Liam Livingstone,DC,2020,"Sawai Mansingh, Jaipur",Seaming,Lost,Lower Middle (6-7),Anchor,25,14,178.57,2,0,4,8,32.0,10,12,3,125.23,121.7,109.23,0.715,0.676,Average,0.2551
156,Andre Russell,RCB,2020,"Eden Gardens, Kolkata",Seaming,Lost,Opener,Finisher,13,6,216.67,3,1,2,18,138.46,6,5,2,146.77,142.3,165.38,0.735,0.812,Below Average,1.8056
157,Prithvi Shaw,DC,2022,"Brabourne Stadium, Mumbai",Spin-Friendly,Won,Opener,Anchor,23,20,115.0,1,1,10,10,43.48,5,10,8,91.99,120.36,166.24,0.536,0.507,Average,0.1725
158,Chris Gayle,RR,2018,"Punjab Cricket Assoc, Mohali",Spin-Friendly,Lost,Top Order (3),Aggressive,43,32,134.38,4,2,11,28,65.12,10,13,20,161.81,198.84,195.59,0.609,0.755,Good,0.3359
159,Marcus Stoinis,SRH,2024,"Eden Gardens, Kolkata",High-Scoring,Won,Opener,Finisher,24,16,150.0,2,1,5,14,58.33,9,8,7,159.26,174.76,175.89,0.168,0.636,Average,0.375
160,Sanju Samson,MI,2019,"MA Chidambaram, Chennai",Flat/Batting,Won,Lower Middle (6-7),All-Round,21,13,161.54,2,0,3,8,38.1,8,9,4,120.62,132.5,150.86,0.384,0.609,Average,0.2485
161,Yashasvi Jaiswal,LSG,2024,"Punjab Cricket Assoc, Mohali",Slow/Low,Lost,Top Order (3),All-Round,52,39,133.33,4,3,15,34,65.38,17,25,10,117.73,124.44,165.19,0.338,0.838,Elite,0.3419
162,Sanju Samson,MI,2022,"Narendra Modi Stadium, Ahmedabad",Spin-Friendly,Lost,Middle Order (4-5),Finisher,36,24,150.0,2,2,6,20,55.56,9,16,11,152.57,134.81,180.78,0.899,0.734,Good,0.375
163,Suryakumar Yadav,RR,2018,"MA Chidambaram, Chennai",Slow/Low,Won,Top Order (3),Finisher,9,6,150.0,2,2,1,20,222.22,3,3,3,146.84,161.15,173.42,0.671,0.626,Below Average,1.5
164,Aaron Finch,SRH,2023,"Eden Gardens, Kolkata",Slow/Low,Lost,Opener,Anchor,50,42,119.05,1,1,15,10,20.0,18,18,14,99.97,118.64,144.64,0.584,0.627,Elite,0.085
165,Faf du Plessis,DC,2019,"Narendra Modi Stadium, Ahmedabad",Spin-Friendly,Lost,Finisher/Tail,Finisher,30,20,150.0,2,1,7,14,46.67,6,14,10,148.73,140.97,199.97,0.454,0.66,Good,0.3
166,Tilak Varma,LSG,2023,"Brabourne Stadium, Mumbai",Flat/Batting,Lost,Top Order (3),Anchor,37,29,127.59,4,0,10,16,43.24,7,14,16,120.0,95.76,116.93,0.358,0.611,Good,0.176
167,Tim David,KKR,2019,"M. Chinnaswamy, Bangalore",Seaming,Lost,Finisher/Tail,Power Hitter,38,18,211.11,2,2,4,20,52.63,8,17,13,172.23,158.09,202.57,0.726,0.925,Good,0.7037
168,Shubman Gill,RR,2021,"Sawai Mansingh, Jaipur",High-Scoring,Won,Finisher/Tail,Anchor,0,27,125.93,3,0,11,12,35.29,10,13,11,115.67,140.6,135.25,0.722,0.574,Below Average,0.1399
169,Ishan Kishan,GT,2021,"Arun Jaitley, Delhi",Flat/Batting,Won,Opener,Aggressive,64,33,193.94,5,3,9,38,59.38,14,24,26,119.97,192.56,180.48,0.572,1.088,Elite,0.6465
170,Suryakumar Yadav,PBKS,2021,"Rajiv Gandhi Intl, Hyderabad",Slow/Low,Won,Lower Middle (6-7),Finisher,28,17,164.71,4,1,5,22,78.57,7,10,11,130.32,154.44,169.66,0.425,0.736,Average,0.5813
171,Sanju Samson,LSG,2019,"Narendra Modi Stadium, Ahmedabad",Flat/Batting,Won,Finisher/Tail,All-Round,10,7,142.86,1,2,2,16,160.0,2,3,5,102.34,133.36,143.66,0.607,0.589,Below Average,1.0204
172,Devdutt Padikkal,KKR,2019,"MA Chidambaram, Chennai",Spin-Friendly,Won,Middle Order (4-5),All-Round,48,46,104.35,3,1,17,18,37.5,10,20,18,119.41,126.06,180.22,0.554,0.615,Good,0.1134
173,Quinton de Kock,KKR,2022,"Wankhede Stadium, Mumbai",Slow/Low,Won,Opener,Aggressive,69,43,160.47,2,0,5,8,11.59,32,30,7,120.24,136.28,201.9,0.463,0.797,Elite,0.0746
174,Shubman Gill,RCB,2019,"Brabourne Stadium, Mumbai",Seaming,Lost,Middle Order (4-5),Power Hitter,27,13,207.69,3,2,2,24,88.89,9,10,8,151.63,157.19,195.17,0.564,0.891,Average,1.1183
175,Glenn Maxwell,MI,2023,"M. Chinnaswamy, Bangalore",Slow/Low,Lost,Finisher/Tail,Power Hitter,21,13,161.54,3,3,2,30,142.86,7,6,8,175.96,182.62,202.46,0.722,0.779,Average,1.1184
176,Ambati Rayudu,PBKS,2021,"M. Chinnaswamy, Bangalore",High-Scoring,Lost,Middle Order (4-5),Anchor,31,27,114.81,2,0,10,8,25.81,6,11,14,106.07,91.77,127.03,0.567,0.508,Good,0.085
177,Shubman Gill,LSG,2022,"Punjab Cricket Assoc, Mohali",Spin-Friendly,Lost,Lower Middle (6-7),All-Round,32,26,123.08,4,0,10,16,50.0,13,12,7,130.61,120.1,177.08,0.73,0.577,Good,0.1894
178,David Warner,LSG,2020,"Rajiv Gandhi Intl, Hyderabad",High-Scoring,Won,Opener,Anchor,19,13,146.15,2,0,5,8,42.11,9,7,3,119.9,93.77,164.09,0.251,0.554,Average,0.2248
179,Tilak Varma,KKR,2018,"Narendra Modi Stadium, Ahmedabad",Spin-Friendly,Won,Middle Order (4-5),Finisher,34,18,188.89,0,1,3,6,17.65,15,12,7,136.28,174.65,206.16,0.449,0.753,Good,0.2099
180,Dinesh Karthik,KKR,2024,"MA Chidambaram, Chennai",Slow/Low,Lost,Middle Order (4-5),Power Hitter,22,16,137.5,1,4,6,28,127.27,6,7,9,154.4,176.2,181.61,0.626,0.72,Average,0.7734
181,Jos Buttler,RR,2020,"Arun Jaitley, Delhi",Slow/Low,Won,Top Order (3),Finisher,16,10,160.0,2,2,2,20,125.0,3,6,7,137.86,151.12,210.22,0.651,0.684,Average,0.96
182,Anrich Nortje,PBKS,2019,"Arun Jaitley, Delhi",Spin-Friendly,Lost,Top Order (3),Finisher,18,10,180.0,1,3,3,22,122.22,8,6,4,137.89,161.72,146.83,0.347,0.782,Average,1.26
183,Tristan Stubbs,RR,2023,"Arun Jaitley, Delhi",Spin-Friendly,Won,Top Order (3),All-Round,13,9,144.44,5,4,3,44,338.46,4,4,5,131.71,126.18,146.28,0.52,0.785,Below Average,2.0864
184,Shubman Gill,LSG,2024,"Wankhede Stadium, Mumbai",Flat/Batting,Lost,Opener,Aggressive,26,23,113.04,4,1,6,22,84.62,8,11,7,106.05,155.71,206.02,0.903,0.573,Average,0.2949
185,Priyam Garg,SRH,2023,"Brabourne Stadium, Mumbai",Slow/Low,Lost,Finisher/Tail,Aggressive,200,6,3333.33,2,2,2,20,166.67,3,5,4,121.46,163.81,193.35,0.745,0.788,Elite,33.3333
186,Marcus Stoinis,MI,2024,"M. Chinnaswamy, Bangalore",Flat/Batting,Won,Lower Middle (6-7),Power Hitter,26,14,185.71,2,3,3,26,100.0,7,12,7,160.46,171.56,220.32,0.541,0.851,Average,1.0612
187,Dinesh Karthik,CSK,2021,"Brabourne Stadium, Mumbai",Spin-Friendly,Won,Lower Middle (6-7),Finisher,0,1,0.0,0,1,0,6,600.0,0,0,0,160.12,170.84,182.71,0.54,0.05,Below Average,0.0
188,KL Rahul,CSK,2021,"Punjab Cricket Assoc, Mohali",Slow/Low,Won,Lower Middle (6-7),All-Round,33,22,150.0,3,2,7,24,72.73,8,10,15,121.28,155.01,170.57,0.1,0.742,Good,0.4773
189,Chris Gayle,GT,2018,"Narendra Modi Stadium, Ahmedabad",Spin-Friendly,Lost,Finisher/Tail,Aggressive,46,27,170.37,3,2,9,24,52.17,18,15,13,158.21,145.43,156.41,0.437,0.855,Good,0.4417
190,KL Rahul,RCB,2019,"Brabourne Stadium, Mumbai",Spin-Friendly,Lost,Opener,Finisher,32,18,177.78,2,2,6,20,62.5,13,10,9,151.51,166.31,202.03,0.677,0.801,Good,0.5926
191,Yashasvi Jaiswal,SRH,2024,"Eden Gardens, Kolkata",High-Scoring,Lost,Top Order (3),All-Round,34,21,161.9,2,0,6,8,23.53,10,10,14,113.03,126.11,152.54,0.209,0.662,Good,0.1542
192,Rilee Rossouw,PBKS,2023,"MA Chidambaram, Chennai",Slow/Low,Lost,Opener,Finisher,24,15,160.0,1,2,5,16,66.67,5,7,12,115.39,143.56,162.87,0.381,0.696,Average,0.5333
193,Nicholas Pooran,CSK,2024,"Narendra Modi Stadium, Ahmedabad",Flat/Batting,Won,Middle Order (4-5),Power Hitter,36,21,171.43,2,0,6,8,22.22,17,15,4,136.21,192.41,171.62,0.1,0.698,Good,0.1633
194,Kieron Pollard,CSK,2020,"Sawai Mansingh, Jaipur",Seaming,Lost,Opener,Aggressive,38,18,211.11,5,2,4,32,84.21,10,16,12,151.15,167.58,205.2,1.0,0.985,Good,1.0556
195,Jos Buttler,MI,2022,"Eden Gardens, Kolkata",High-Scoring,Lost,Middle Order (4-5),Aggressive,42,28,150.0,3,0,6,12,28.57,16,13,13,137.86,147.66,206.42,0.55,0.678,Good,0.1607
196,Prithvi Shaw,KKR,2019,"Rajiv Gandhi Intl, Hyderabad",Spin-Friendly,Won,Finisher/Tail,Power Hitter,24,14,171.43,3,4,2,36,150.0,7,7,10,134.61,159.71,188.28,0.707,0.87,Average,1.347
197,Liam Livingstone,RR,2020,"Narendra Modi Stadium, Ahmedabad",Slow/Low,Won,Middle Order (4-5),Aggressive,39,23,169.57,4,2,7,28,71.79,8,17,14,142.45,149.66,181.31,0.806,0.845,Good,0.5898
198,Nicholas Pooran,SRH,2021,"Brabourne Stadium, Mumbai",Spin-Friendly,Lost,Middle Order (4-5),All-Round,42,27,155.56,4,1,9,22,52.38,12,13,17,133.44,156.06,155.91,0.469,0.765,Good,0.3457
199,AB de Villiers,DC,2024,"Narendra Modi Stadium, Ahmedabad",Seaming,Lost,Finisher/Tail,All-Round,30,20,150.0,1,0,5,4,13.33,9,9,12,105.89,131.2,187.75,0.609,0.59,Good,0.075
200,Yashasvi Jaiswal,RCB,2023,"Sawai Mansingh, Jaipur",Spin-Friendly,Lost,Opener,Power Hitter,29,15,193.33,1,4,3,28,96.55,7,12,10,131.49,184.27,205.33,0.388,0.916,Average,1.16
201,Tristan Stubbs,RCB,2020,"M. Chinnaswamy, Bangalore",Slow/Low,Lost,Top Order (3),Finisher,11,6,183.33,0,3,1,18,163.64,5,3,3,149.08,146.84,174.99,0.557,0.744,Below Average,1.8333
202,Ambati Rayudu,LSG,2023,"Punjab Cricket Assoc, Mohali",High-Scoring,Won,Middle Order (4-5),Aggressive,16,8,200.0,2,2,1,20,125.0,5,6,5,180.19,171.77,183.61,0.503,0.804,Average,1.5
203,Manish Pandey,PBKS,2018,"Wankhede Stadium, Mumbai",Flat/Batting,Lost,Lower Middle (6-7),Finisher,22,13,169.23,0,3,4,18,81.82,7,10,5,150.27,165.09,190.09,0.486,0.746,Average,0.7811
204,Kieron Pollard,PBKS,2023,"Punjab Cricket Assoc, Mohali",Spin-Friendly,Lost,Finisher/Tail,All-Round,21,15,140.0,4,0,3,16,76.19,4,7,10,126.67,138.76,162.17,0.594,0.584,Average,0.3733
205,Hardik Pandya,SRH,2021,"Narendra Modi Stadium, Ahmedabad",High-Scoring,Lost,Middle Order (4-5),Finisher,19,10,190.0,0,1,2,6,31.58,8,7,4,114.85,155.31,182.86,0.323,0.696,Average,0.38
206,KL Rahul,CSK,2023,"Eden Gardens, Kolkata",Spin-Friendly,Won,Middle Order (4-5),Aggressive,23,15,153.33,3,4,4,36,156.52,8,7,8,151.47,177.1,215.61,0.367,0.812,Average,1.1244
207,Dinesh Karthik,RCB,2021,"Wankhede Stadium, Mumbai",High-Scoring,Won,Lower Middle (6-7),Anchor,18,17,105.88,2,1,7,14,77.78,7,5,6,106.86,149.66,179.79,0.261,0.48,Average,0.2491
208,Ruturaj Gaikwad,GT,2019,"Arun Jaitley, Delhi",Seaming,Won,Finisher/Tail,Aggressive,38,18,211.11,3,2,4,24,63.16,16,14,8,110.82,183.0,155.52,0.502,0.945,Good,0.821
209,Rilee Rossouw,PBKS,2022,"Eden Gardens, Kolkata",Seaming,Lost,Lower Middle (6-7),Power Hitter,18,9,200.0,0,3,3,18,100.0,3,7,8,134.35,178.39,198.18,0.435,0.822,Average,1.3333
210,Heinrich Klaasen,GT,2020,"Eden Gardens, Kolkata",Spin-Friendly,Lost,Top Order (3),Aggressive,43,20,215.0,3,3,3,30,69.77,17,14,12,166.26,165.33,177.74,0.55,1.027,Good,0.9675
211,Manish Pandey,PBKS,2021,"Punjab Cricket Assoc, Mohali",Spin-Friendly,Won,Top Order (3),All-Round,12,8,150.0,4,1,2,22,183.33,3,3,6,128.19,169.5,153.76,0.485,0.628,Below Average,1.125
212,Andre Russell,MI,2019,"Rajiv Gandhi Intl, Hyderabad",High-Scoring,Lost,Top Order (3),All-Round,20,13,153.85,2,1,5,14,70.0,6,9,5,96.2,153.11,145.01,0.692,0.632,Average,0.4734
213,Manish Pandey,MI,2018,"MA Chidambaram, Chennai",Spin-Friendly,Lost,Middle Order (4-5),Anchor,4,2,200.0,1,1,0,10,250.0,1,1,2,93.69,113.89,151.73,0.569,0.686,Below Average,3.0
214,Faf du Plessis,GT,2024,"Punjab Cricket Assoc, Mohali",Seaming,Won,Middle Order (4-5),Aggressive,45,21,214.29,1,4,6,28,62.22,12,16,17,141.16,173.82,181.45,0.822,1.043,Good,0.9184
215,Quinton de Kock,DC,2020,"Arun Jaitley, Delhi",Flat/Batting,Lost,Lower Middle (6-7),Aggressive,8,5,160.0,1,2,1,16,200.0,2,2,4,137.69,120.94,187.98,0.629,0.632,Below Average,1.6
216,Andre Russell,GT,2022,"M. Chinnaswamy, Bangalore",Spin-Friendly,Won,Top Order (3),All-Round,35,21,166.67,1,2,8,16,45.71,8,16,11,97.52,142.79,148.62,0.535,0.76,Good,0.3968
217,Marcus Stoinis,DC,2024,"Punjab Cricket Assoc, Mohali",Flat/Batting,Won,Middle Order (4-5),Power Hitter,29,17,170.59,1,3,2,22,75.86,7,8,14,138.51,182.19,174.82,0.67,0.798,Average,0.7024
218,Suryakumar Yadav,RCB,2023,"Arun Jaitley, Delhi",Spin-Friendly,Lost,Top Order (3),Anchor,33,35,94.29,1,1,10,10,30.3,14,11,8,119.75,116.23,126.05,0.806,0.485,Good,0.0808
219,David Warner,PBKS,2023,"Arun Jaitley, Delhi",Slow/Low,Lost,Middle Order (4-5),Power Hitter,49,25,196.0,2,2,4,20,40.82,21,20,8,162.64,181.76,167.74,0.739,0.924,Good,0.4704
220,Priyam Garg,SRH,2021,"Narendra Modi Stadium, Ahmedabad",Slow/Low,Won,Finisher/Tail,Aggressive,17,11,154.55,3,4,5,36,211.76,5,8,4,152.02,173.31,177.59,0.873,0.792,Average,1.5455
221,Tristan Stubbs,SRH,2018,"Sawai Mansingh, Jaipur",Flat/Batting,Won,Opener,Aggressive,39,22,177.27,4,3,7,34,87.18,10,14,15,134.74,166.59,199.58,0.632,0.918,Good,0.8058
222,Suryakumar Yadav,DC,2018,"Arun Jaitley, Delhi",Seaming,Won,Middle Order (4-5),Anchor,48,40,120.0,3,0,14,12,25.0,20,21,7,103.59,118.93,107.64,0.486,0.612,Good,0.09
223,Devdutt Padikkal,PBKS,2018,"Narendra Modi Stadium, Ahmedabad",Slow/Low,Won,Opener,Aggressive,200,29,175.86,4,2,8,28,54.9,21,24,6,134.1,167.38,173.48,0.162,0.912,Elite,0.4851
224,Faf du Plessis,PBKS,2018,"Narendra Modi Stadium, Ahmedabad",Slow/Low,Won,Lower Middle (6-7),Anchor,41,36,113.89,1,1,12,10,24.39,16,18,7,118.25,99.51,162.24,0.597,0.576,Good,0.0949
225,Suryakumar Yadav,RCB,2022,"Wankhede Stadium, Mumbai",High-Scoring,Won,Finisher/Tail,Aggressive,28,17,164.71,0,2,3,12,42.86,10,10,8,123.71,150.56,214.67,0.454,0.706,Average,0.3876
226,Wriddhiman Saha,KKR,2019,"Eden Gardens, Kolkata",High-Scoring,Lost,Opener,Aggressive,4,3,133.33,5,2,0,32,800.0,1,1,2,160.76,181.73,176.8,0.311,0.616,Below Average,3.9999
227,Quinton de Kock,LSG,2023,"Brabourne Stadium, Mumbai",Seaming,Won,Finisher/Tail,Power Hitter,19,10,190.0,1,2,2,16,84.21,4,7,8,154.07,168.54,179.32,0.71,0.766,Average,0.95
228,Dinesh Karthik,DC,2021,"Rajiv Gandhi Intl, Hyderabad",Flat/Batting,Won,Top Order (3),Aggressive,53,46,115.22,2,0,10,8,15.09,13,21,19,130.17,144.94,188.15,0.562,0.598,Elite,0.0501
229,AB de Villiers,RCB,2021,"Arun Jaitley, Delhi",High-Scoring,Won,Finisher/Tail,All-Round,0,13,0.0,2,1,5,14,73.68,7,6,6,144.31,150.17,135.73,0.697,0.604,Below Average,0.0
230,Ishan Kishan,MI,2022,"MA Chidambaram, Chennai",High-Scoring,Lost,Lower Middle (6-7),Aggressive,62,46,134.78,2,3,13,26,41.94,30,19,13,152.27,165.11,191.81,0.311,0.842,Elite,0.2344
231,David Warner,DC,2019,"M. Chinnaswamy, Bangalore",High-Scoring,Lost,Finisher/Tail,Aggressive,53,28,189.29,3,2,4,24,45.28,17,26,10,151.71,176.87,177.32,0.652,0.94,Elite,0.4732
232,MS Dhoni,KKR,2018,"Rajiv Gandhi Intl, Hyderabad",Flat/Batting,Lost,Top Order (3),Aggressive,16,10,160.0,3,2,2,24,150.0,7,6,3,137.45,135.9,218.99,0.799,0.704,Average,1.12
233,Rohit Sharma,RCB,2021,"Arun Jaitley, Delhi",High-Scoring,Lost,Top Order (3),Aggressive,11,6,183.33,2,2,1,20,181.82,4,3,4,140.48,148.24,170.19,0.385,0.734,Below Average,1.8333
234,Virat Kohli,SRH,2022,"Eden Gardens, Kolkata",Seaming,Won,Middle Order (4-5),All-Round,18,13,138.46,2,2,5,20,111.11,7,5,6,131.7,145.08,160.22,0.684,0.627,Average,0.639
235,Rishabh Pant,DC,2023,"Eden Gardens, Kolkata",Spin-Friendly,Won,Finisher/Tail,Aggressive,43,33,130.3,4,3,7,34,79.07,13,20,10,144.57,176.09,231.28,0.409,0.793,Good,0.3948
236,Hardik Pandya,RCB,2024,"Rajiv Gandhi Intl, Hyderabad",Spin-Friendly,Lost,Finisher/Tail,Aggressive,10,5,200.0,4,2,1,28,280.0,3,3,4,134.91,185.79,223.85,0.412,0.82,Below Average,3.2
237,Faf du Plessis,LSG,2019,"Punjab Cricket Assoc, Mohali",Flat/Batting,Lost,Top Order (3),Aggressive,25,13,192.31,2,2,3,20,80.0,5,9,11,115.2,152.6,212.87,0.324,0.817,Average,0.8876
238,Prithvi Shaw,RR,2019,"MA Chidambaram, Chennai",High-Scoring,Lost,Middle Order (4-5),Aggressive,49,32,153.12,3,3,9,30,61.22,21,21,7,139.03,150.82,162.3,0.401,0.865,Good,0.4306
239,Shreyas Iyer,LSG,2018,"Rajiv Gandhi Intl, Hyderabad",Flat/Batting,Won,Top Order (3),Anchor,0,45,490.0,1,0,18,4,6.35,18,30,15,116.21,118.12,144.56,0.565,0.692,Below Average,0.1089
240,Nicholas Pooran,DC,2022,"Narendra Modi Stadium, Ahmedabad",Slow/Low,Lost,Top Order (3),Aggressive,0,1,0.0,2,2,0,20,2000.0,0,0,0,157.83,167.24,192.4,0.659,0.14,Below Average,0.0
